product_name,series,skus,section,detail,anwendung,material,suitability
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Technische Details,Eine vollständig negative oder gerade DP-Schneide,,,
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Technische Details,"Körper aus Wolframcarbid mit einer Härte von 93,8 HRA",,,
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Technische Details,"Kann nachgeschärft werden: H2,5 (2–3 Schärfungen), H3 (3–4 Schärfungen)",,,
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Technische Details,Laser-Abtragungsschärfverfahren,,,
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Anwendung,,Fräsen,,
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Anwendung,,Fügen,,
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Anwendung,,Falzen,,
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Anwendung,,Nuten,,
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Material,,,Rohe MDF,3 out of 3
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Material,,,Rohe Spanplatte,3 out of 3
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Material,,,Laminierte Spanplatte,3 out of 3
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Material,,,Laminierte MDF,3 out of 3
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Material,,,Sperrholz,1 out of 3
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Material,,,Laminiertes Sperrholz,1 out of 3
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Material,,,Glasfaser/Kohlenstofffaser,1 out of 3
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Material,,,Faserzement,1 out of 3
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Material,,,Aluminium,1 out of 3
Diamant Fräser Z1 DT1,DT1,DT1.04.012.06.0MR | DT1.05.010.06.0MR | DT1.05.020.06.0MR | DT1.06.012.06.0MR | DT1.06.012.08.0MR | DT1.06.012.10.0MR | DT1.06.020.06.0MR | DT1.06.022.12.0MR | DT1.06.012.06.5MR2 | DT1.08.015.08.0MR | DT1.08.020.08.0MR | DT1.08.023.12.0MR | DT1.10.015.10.0MR | DT1.12.020.12.0MR,Material,,,Corian/HPL,1 out of 3
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Technische Details,Zwei vollständig negative oder gerade DP-Schneiden,,,
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Technische Details,"Körper aus Wolframcarbid mit einer Härte von 93,8 HRA oder Edelstahl",,,
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Technische Details,"Kann nachgeschärft werden: H2 (2–3 Schleifvorgänge), H3 (3–4 Schleifvorgänge)",,,
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Technische Details,Laser-Abtragungsschärfverfahren,,,
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Anwendung,,Fräsen,,
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Anwendung,,Fügen,,
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Anwendung,,Falzen,,
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Anwendung,,Nuten,,
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Material,,,Rohe MDF,3 out of 3
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Material,,,Rohe Spanplatte,3 out of 3
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Material,,,Laminierte Spanplatte,3 out of 3
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Material,,,Laminierte MDF,3 out of 3
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Material,,,Sperrholz,1 out of 3
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Material,,,Laminiertes Sperrholz,1 out of 3
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Material,,,Glasfaser/Kohlenstofffaser,2 out of 3
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Material,,,Faserzement,3 out of 3
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Material,,,Aluminium,1 out of 3
Diamant Fräser Z2 DT2,DT2,DT2.06.010.12.0MR | DT2.08.015.08.0MR | DT2.08.015.10.0MR | DT2.08.020.08.0MR | DT2.08.022.12.0MR | DT2.09.015.10.2MR | DT2.09.021.10.2MR | DT2.10.010.12.0MR | DT2.10.015.10.0MR | DT2.10.022.12.0MR | DT2.10.015.08.0MR | DT2.12.015.12.0MR | DT2.12.020.12.0MR | DT2.06.012.09.5MR | DT2.06.012.12.5MR | DT2.06.019.06.5MR | DT2.09.012.12.5MR | DT2.09.022.09.5MR | DT2.12.015.12.5MR,Material,,,Corian/HPL,2 out of 3
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Technische Details,Zwei vollwertige positive und negative DP-Schneiden,,,
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Technische Details,Körper aus Edelstahl,,,
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Technische Details,Nachschärfbar: H2 (2–3 Schärfvorgänge),,,
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Technische Details,Laser-Abtragungsschärfverfahren,,,
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Technische Details,Für LED-Lichtkanal-Nuten,,,
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Anwendung,,Nuten,,
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Material,,,Rohe MDF,3 out of 3
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Material,,,Rohe Spanplatte,3 out of 3
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Material,,,Laminierte Spanplatte,3 out of 3
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Material,,,Laminierte MDF,3 out of 3
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Material,,,Sperrholz,1 out of 3
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Material,,,Laminiertes Sperrholz,1 out of 3
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Material,,,Glasfaser/Kohlenstofffaser,2 out of 3
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Material,,,Faserzement,3 out of 3
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Material,,,Aluminium,1 out of 3
Diamant Fräser Z2 LED LICHTER DT2,DT2 LED,DT2.14.012.08.0SR | DT2.15.012.08.0SR | DT2.16.012.08.0SR | DT2.17.012.08.0SR | DT2.18.012.08.0SR,Material,,,Corian/HPL,2 out of 3
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Technische Details,Zwei DP-Schneiden (positiv und negativ),,,
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Technische Details,"Körper aus Wolframcarbid mit einer Härte von 93,8 HRA, DENSIMET® oder Edelstahl",,,
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Technische Details,"Nachschärfbar: H3,5 (3–5 Schärfvorgänge)",,,
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Technische Details,DP-Tauchspitze zum Bohren,,,
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Technische Details,Laser-Abtragungsschärfverfahren,,,
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Anwendung,,Fräsen,,
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Anwendung,,Fügen,,
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Anwendung,,Falzen,,
